"統計年月","縣市","行政區域","教育程度總計","大學以上","大學","大學以下","大學以上比例","大學比例","大學以下比例"
10411,"高雄市","林園區潭頭里",2868,74,520,2274,0.0258,0.1813,0.7929
10411,"高雄市","林園區中厝里",3115,78,511,2526,0.025,0.164,0.8109
10411,"高雄市","林園區中門里",2530,76,431,2023,0.03,0.1704,0.7996
10411,"高雄市","林園區頂厝里",4538,139,844,3555,0.0306,0.186,0.7834
10411,"高雄市","林園區港埔里",1861,59,315,1487,0.0317,0.1693,0.799
10411,"高雄市","林園區西溪里",3521,72,611,2838,0.0204,0.1735,0.806
10411,"高雄市","林園區港嘴里",1722,33,313,1376,0.0192,0.1818,0.7991
10411,"高雄市","林園區北汕里",1666,34,228,1404,0.0204,0.1369,0.8427
10411,"高雄市","林園區林內里",2050,46,338,1666,0.0224,0.1649,0.8127
10411,"高雄市","林園區王公里",3995,191,921,2883,0.0478,0.2305,0.7217
10411,"高雄市","林園區林家里",1342,34,235,1073,0.0253,0.1751,0.7996
10411,"高雄市","林園區龔厝里",1893,54,340,1499,0.0285,0.1796,0.7919
10411,"高雄市","林園區鳳芸里",1900,42,303,1555,0.0221,0.1595,0.8184
10411,"高雄市","林園區中芸里",1900,40,288,1572,0.0211,0.1516,0.8274
10411,"高雄市","林園區東汕里",952,23,147,782,0.0242,0.1544,0.8214
10411,"高雄市","林園區西汕里",779,15,119,645,0.0193,0.1528,0.828
10411,"高雄市","林園區仁愛里",3085,167,663,2255,0.0541,0.2149,0.731
10411,"高雄市","林園區文賢里",2469,103,512,1854,0.0417,0.2074,0.7509
10411,"高雄市","林園區廣應里",3498,149,700,2649,0.0426,0.2001,0.7573
10411,"高雄市","林園區五福里",2674,54,456,2164,0.0202,0.1705,0.8093
10411,"高雄市","林園區中汕里",2426,46,290,2090,0.019,0.1195,0.8615
10411,"高雄市","大寮區拷潭里",1488,41,228,1219,0.0276,0.1532,0.8192
10411,"高雄市","大寮區內坑里",5809,127,1035,4647,0.0219,0.1782,0.8
10411,"高雄市","大寮區大寮里",6918,186,1299,5433,0.0269,0.1878,0.7853
10411,"高雄市","大寮區上寮里",2449,75,437,1937,0.0306,0.1784,0.7909
10411,"高雄市","大寮區三隆里",4735,176,939,3620,0.0372,0.1983,0.7645
10411,"高雄市","大寮區琉球里",4440,142,957,3341,0.032,0.2155,0.7525
10411,"高雄市","大寮區翁園里",3852,116,821,2915,0.0301,0.2131,0.7567
10411,"高雄市","大寮區前庄里",2407,102,541,1764,0.0424,0.2248,0.7329
10411,"高雄市","大寮區中庄里",10918,479,2380,8059,0.0439,0.218,0.7381
10411,"高雄市","大寮區後庄里",7640,299,1710,5631,0.0391,0.2238,0.737
10411,"高雄市","大寮區義仁里",1892,43,292,1557,0.0227,0.1543,0.8229
10411,"高雄市","大寮區新厝里",1706,49,252,1405,0.0287,0.1477,0.8236
10411,"高雄市","大寮區過溪里",2580,67,527,1986,0.026,0.2043,0.7698
10411,"高雄市","大寮區潮寮里",3136,67,563,2506,0.0214,0.1795,0.7991
10411,"高雄市","大寮區會結里",1627,30,276,1321,0.0184,0.1696,0.8119
10411,"高雄市","大寮區會社里",6329,234,1254,4841,0.037,0.1981,0.7649
10411,"高雄市","大寮區山頂里",7729,258,1660,5811,0.0334,0.2148,0.7518
10411,"高雄市","大寮區忠義里",588,13,89,486,0.0221,0.1514,0.8265
10411,"高雄市","大寮區永芳里",7054,264,1520,5270,0.0374,0.2155,0.7471
10411,"高雄市","大寮區義和里",2139,73,392,1674,0.0341,0.1833,0.7826
10411,"高雄市","大寮區溪寮里",1586,52,266,1268,0.0328,0.1677,0.7995
10411,"高雄市","大寮區江山里",1881,56,387,1438,0.0298,0.2057,0.7645
10411,"高雄市","大寮區昭明里",3658,118,606,2934,0.0323,0.1657,0.8021
10411,"高雄市","大寮區光武里",195,3,17,175,0.0154,0.0872,0.8974
10411,"高雄市","大寮區中興里",6943,298,1496,5149,0.0429,0.2155,0.7416
10411,"高雄市","大樹區竹寮里",2770,114,668,1988,0.0412,0.2412,0.7177
10411,"高雄市","大樹區九曲里",5068,151,1020,3897,0.0298,0.2013,0.7689
10411,"高雄市","大樹區久堂里",4211,176,900,3135,0.0418,0.2137,0.7445
10411,"高雄市","大樹區水安里",2460,100,482,1878,0.0407,0.1959,0.7634
10411,"高雄市","大樹區水寮里",2384,74,430,1880,0.031,0.1804,0.7886
10411,"高雄市","大樹區檨腳里",3758,120,701,2937,0.0319,0.1865,0.7815
10411,"高雄市","大樹區興山里",1164,25,176,963,0.0215,0.1512,0.8273
10411,"高雄市","大樹區和山里",1068,20,171,877,0.0187,0.1601,0.8212
10411,"高雄市","大樹區姑山里",1033,31,181,821,0.03,0.1752,0.7948
10411,"高雄市","大樹區大坑里",1543,49,263,1231,0.0318,0.1704,0.7978
10411,"高雄市","大樹區井腳里",1693,46,267,1380,0.0272,0.1577,0.8151
10411,"高雄市","大樹區小坪里",1373,54,273,1046,0.0393,0.1988,0.7618
10411,"高雄市","大樹區龍目里",1768,40,290,1438,0.0226,0.164,0.8133
10411,"高雄市","大樹區大樹里",2554,73,439,2042,0.0286,0.1719,0.7995
10411,"高雄市","大樹區三和里",1034,56,224,754,0.0542,0.2166,0.7292
10411,"高雄市","大樹區溪埔里",1684,56,308,1320,0.0333,0.1829,0.7838
10411,"高雄市","大樹區興田里",2050,93,376,1581,0.0454,0.1834,0.7712
10411,"高雄市","大樹區統嶺里",738,23,122,593,0.0312,0.1653,0.8035
10411,"高雄市","大社區嘉誠里",1027,23,148,856,0.0224,0.1441,0.8335
10411,"高雄市","大社區保社里",2983,147,634,2202,0.0493,0.2125,0.7382
10411,"高雄市","大社區大社里",5097,273,1156,3668,0.0536,0.2268,0.7196
10411,"高雄市","大社區翠屏里",1750,74,368,1308,0.0423,0.2103,0.7474
10411,"高雄市","大社區三奶里",2779,102,547,2130,0.0367,0.1968,0.7665
10411,"高雄市","大社區觀音里",5556,249,1275,4032,0.0448,0.2295,0.7257
10411,"高雄市","大社區神農里",4975,217,1174,3584,0.0436,0.236,0.7204
10411,"高雄市","大社區中里里",3363,115,643,2605,0.0342,0.1912,0.7746
10411,"高雄市","大社區保安里",3237,128,763,2346,0.0395,0.2357,0.7247
10411,"高雄市","仁武區大灣里",3871,200,999,2672,0.0517,0.2581,0.6903
10411,"高雄市","仁武區灣內里",7049,382,1766,4901,0.0542,0.2505,0.6953
10411,"高雄市","仁武區考潭里",2755,160,592,2003,0.0581,0.2149,0.727
10411,"高雄市","仁武區烏林里",3959,112,727,3120,0.0283,0.1836,0.7881
10411,"高雄市","仁武區仁福里",877,21,165,691,0.0239,0.1881,0.7879
10411,"高雄市","仁武區仁武里",5526,267,1244,4015,0.0483,0.2251,0.7266
10411,"高雄市","仁武區文武里",8816,357,1948,6511,0.0405,0.221,0.7385
10411,"高雄市","仁武區竹後里",2294,63,432,1799,0.0275,0.1883,0.7842
10411,"高雄市","仁武區八卦里",14949,908,3907,10134,0.0607,0.2614,0.6779
10411,"高雄市","仁武區高楠里",1740,53,306,1381,0.0305,0.1759,0.7937
10411,"高雄市","仁武區後安里",2624,73,471,2080,0.0278,0.1795,0.7927
10411,"高雄市","仁武區中華里",1725,37,299,1389,0.0214,0.1733,0.8052
10411,"高雄市","仁武區五和里",4225,158,965,3102,0.0374,0.2284,0.7342
10411,"高雄市","仁武區仁和里",3732,271,1012,2449,0.0726,0.2712,0.6562
10411,"高雄市","仁武區赤山里",5464,326,1446,3692,0.0597,0.2646,0.6757
10411,"高雄市","仁武區仁慈里",2112,197,659,1256,0.0933,0.312,0.5947
10411,"高雄市","鳥松區鳥松里",10255,954,2983,6318,0.093,0.2909,0.6161
10411,"高雄市","鳥松區夢裡里",4652,551,1562,2539,0.1184,0.3358,0.5458
10411,"高雄市","鳥松區大華里",9927,1261,3332,5334,0.127,0.3357,0.5373
10411,"高雄市","鳥松區坔埔里",3662,177,805,2680,0.0483,0.2198,0.7318
10411,"高雄市","鳥松區仁美里",6591,235,1264,5092,0.0357,0.1918,0.7726
10411,"高雄市","鳥松區大竹里",698,32,120,546,0.0458,0.1719,0.7822
10411,"高雄市","鳥松區華美里",4035,208,942,2885,0.0515,0.2335,0.715
10411,"高雄市","岡山區平安里",1265,92,357,816,0.0727,0.2822,0.6451
10411,"高雄市","岡山區岡山里",4477,266,1136,3075,0.0594,0.2537,0.6868
10411,"高雄市","岡山區壽天里",3420,220,952,2248,0.0643,0.2784,0.6573
10411,"高雄市","岡山區維仁里",1098,56,245,797,0.051,0.2231,0.7259
10411,"高雄市","岡山區後紅里",4210,210,1059,2941,0.0499,0.2515,0.6986
10411,"高雄市","岡山區大遼里",1384,52,290,1042,0.0376,0.2095,0.7529
10411,"高雄市","岡山區忠孝里",2899,178,695,2026,0.0614,0.2397,0.6989
10411,"高雄市","岡山區和平里",328,28,117,183,0.0854,0.3567,0.5579
10411,"高雄市","岡山區前峰里",3016,137,680,2199,0.0454,0.2255,0.7291
10411,"高雄市","岡山區劉厝里",1489,74,296,1119,0.0497,0.1988,0.7515
10411,"高雄市","岡山區協和里",3741,188,945,2608,0.0503,0.2526,0.6971
10411,"高雄市","岡山區後協里",5681,333,1391,3957,0.0586,0.2449,0.6965
10411,"高雄市","岡山區信義里",1873,136,526,1211,0.0726,0.2808,0.6466
10411,"高雄市","岡山區潭底里",787,32,123,632,0.0407,0.1563,0.803
10411,"高雄市","岡山區三和里",911,10,131,770,0.011,0.1438,0.8452
10411,"高雄市","岡山區仁壽里",3559,258,898,2403,0.0725,0.2523,0.6752
10411,"高雄市","岡山區碧紅里",3935,230,996,2709,0.0584,0.2531,0.6884
10411,"高雄市","岡山區程香里",4202,293,1126,2783,0.0697,0.268,0.6623
10411,"高雄市","岡山區竹圍里",6760,400,1738,4622,0.0592,0.2571,0.6837
10411,"高雄市","岡山區台上里",5524,286,1311,3927,0.0518,0.2373,0.7109
10411,"高雄市","岡山區灣裡里",1898,94,477,1327,0.0495,0.2513,0.6992
10411,"高雄市","岡山區白米里",1841,71,395,1375,0.0386,0.2146,0.7469
10411,"高雄市","岡山區石潭里",1931,104,438,1389,0.0539,0.2268,0.7193
10411,"高雄市","岡山區福興里",1092,34,233,825,0.0311,0.2134,0.7555
10411,"高雄市","岡山區本洲里",1831,63,374,1394,0.0344,0.2043,0.7613
10411,"高雄市","岡山區嘉興里",3630,144,769,2717,0.0397,0.2118,0.7485
10411,"高雄市","岡山區嘉峰里",1836,57,325,1454,0.031,0.177,0.7919
10411,"高雄市","岡山區華崗里",1614,37,268,1309,0.0229,0.166,0.811
10411,"高雄市","岡山區大莊里",1006,15,154,837,0.0149,0.1531,0.832
10411,"高雄市","岡山區協榮里",2246,107,497,1642,0.0476,0.2213,0.7311
10411,"高雄市","岡山區為隨里",680,24,134,522,0.0353,0.1971,0.7676
10411,"高雄市","岡山區壽峰里",2400,152,604,1644,0.0633,0.2517,0.685
10411,"高雄市","岡山區仁義里",1981,141,586,1254,0.0712,0.2958,0.633
10411,"高雄市","橋頭區橋頭里",2163,206,601,1356,0.0952,0.2779,0.6269
10411,"高雄市","橋頭區橋南里",1173,92,290,791,0.0784,0.2472,0.6743
10411,"高雄市","橋頭區仕隆里",2449,181,634,1634,0.0739,0.2589,0.6672
10411,"高雄市","橋頭區仕豐里",2470,145,585,1740,0.0587,0.2368,0.7045
10411,"高雄市","橋頭區芋寮里",1275,55,252,968,0.0431,0.1976,0.7592
10411,"高雄市","橋頭區東林里",2450,105,578,1767,0.0429,0.2359,0.7212
10411,"高雄市","橋頭區西林里",1537,57,309,1171,0.0371,0.201,0.7619
10411,"高雄市","橋頭區白樹里",3278,170,778,2330,0.0519,0.2373,0.7108
10411,"高雄市","橋頭區筆秀里",1613,70,364,1179,0.0434,0.2257,0.7309
10411,"高雄市","橋頭區新莊里",2016,180,546,1290,0.0893,0.2708,0.6399
10411,"高雄市","橋頭區甲北里",2075,74,422,1579,0.0357,0.2034,0.761
10411,"高雄市","橋頭區甲南里",2499,110,526,1863,0.044,0.2105,0.7455
10411,"高雄市","橋頭區頂鹽里",1377,58,294,1025,0.0421,0.2135,0.7444
10411,"高雄市","橋頭區中崎里",719,20,138,561,0.0278,0.1919,0.7803
10411,"高雄市","橋頭區仕和里",3841,210,1003,2628,0.0547,0.2611,0.6842
10411,"高雄市","橋頭區德松里",1367,68,342,957,0.0497,0.2502,0.7001
10411,"高雄市","橋頭區三德里",800,24,163,613,0.03,0.2037,0.7662
10411,"高雄市","燕巢區尖山里",1170,30,174,966,0.0256,0.1487,0.8256
10411,"高雄市","燕巢區瓊林里",2156,67,458,1631,0.0311,0.2124,0.7565
10411,"高雄市","燕巢區安招里",3565,129,649,2787,0.0362,0.182,0.7818
10411,"高雄市","燕巢區角宿里",2734,84,593,2057,0.0307,0.2169,0.7524
10411,"高雄市","燕巢區鳳雄里",2522,99,490,1933,0.0393,0.1943,0.7665
10411,"高雄市","燕巢區金山里",491,9,62,420,0.0183,0.1263,0.8554
10411,"高雄市","燕巢區東燕里",2451,56,430,1965,0.0228,0.1754,0.8017
10411,"高雄市","燕巢區南燕里",3773,124,736,2913,0.0329,0.1951,0.7721
10411,"高雄市","燕巢區西燕里",3474,123,710,2641,0.0354,0.2044,0.7602
10411,"高雄市","燕巢區橫山里",1948,63,327,1558,0.0323,0.1679,0.7998
10411,"高雄市","燕巢區深水里",2632,46,378,2208,0.0175,0.1436,0.8389
10411,"高雄市","田寮區鹿埔里",371,2,31,338,0.0054,0.0836,0.9111
10411,"高雄市","田寮區南安里",1156,22,93,1041,0.019,0.0804,0.9005
10411,"高雄市","田寮區大同里",391,2,35,354,0.0051,0.0895,0.9054
10411,"高雄市","田寮區田寮里",373,5,32,336,0.0134,0.0858,0.9008
10411,"高雄市","田寮區七星里",643,7,42,594,0.0109,0.0653,0.9238
10411,"高雄市","田寮區崇德里",993,23,136,834,0.0232,0.137,0.8399
10411,"高雄市","田寮區西德里",855,14,93,748,0.0164,0.1088,0.8749
10411,"高雄市","田寮區三和里",407,5,36,366,0.0123,0.0885,0.8993
10411,"高雄市","田寮區古亭里",556,5,31,520,0.009,0.0558,0.9353
10411,"高雄市","田寮區新興里",1293,39,169,1085,0.0302,0.1307,0.8391
10411,"高雄市","阿蓮區石安里",1368,38,236,1094,0.0278,0.1725,0.7997
10411,"高雄市","阿蓮區中路里",2101,83,339,1679,0.0395,0.1614,0.7991
10411,"高雄市","阿蓮區峯山里",1297,28,207,1062,0.0216,0.1596,0.8188
10411,"高雄市","阿蓮區港後里",2226,87,469,1670,0.0391,0.2107,0.7502
10411,"高雄市","阿蓮區崗山里",813,34,144,635,0.0418,0.1771,0.7811
10411,"高雄市","阿蓮區阿蓮里",5125,242,1090,3793,0.0472,0.2127,0.7401
10411,"高雄市","阿蓮區清蓮里",2828,118,620,2090,0.0417,0.2192,0.739
10411,"高雄市","阿蓮區和蓮里",2459,83,506,1870,0.0338,0.2058,0.7605
10411,"高雄市","阿蓮區青旗里",1588,54,294,1240,0.034,0.1851,0.7809
10411,"高雄市","阿蓮區復安里",1753,38,279,1436,0.0217,0.1592,0.8192
10411,"高雄市","阿蓮區玉庫里",1105,21,201,883,0.019,0.1819,0.7991
10411,"高雄市","阿蓮區南蓮里",3122,161,697,2264,0.0516,0.2233,0.7252
10411,"高雄市","路竹區竹滬里",3312,136,700,2476,0.0411,0.2114,0.7476
10411,"高雄市","路竹區頂寮里",1248,40,229,979,0.0321,0.1835,0.7845
10411,"高雄市","路竹區新達里",1301,39,252,1010,0.03,0.1937,0.7763
10411,"高雄市","路竹區後鄉里",1135,48,245,842,0.0423,0.2159,0.7419
10411,"高雄市","路竹區北嶺里",1344,54,255,1035,0.0402,0.1897,0.7701
10411,"高雄市","路竹區社西里",2376,103,553,1720,0.0434,0.2327,0.7239
10411,"高雄市","路竹區甲北里",2180,109,474,1597,0.05,0.2174,0.7326
10411,"高雄市","路竹區甲南里",3385,141,711,2533,0.0417,0.21,0.7483
10411,"高雄市","路竹區下坑里",2786,77,539,2170,0.0276,0.1935,0.7789
10411,"高雄市","路竹區竹園里",1899,59,386,1454,0.0311,0.2033,0.7657
10411,"高雄市","路竹區竹東里",3551,197,946,2408,0.0555,0.2664,0.6781
10411,"高雄市","路竹區竹西里",2406,129,556,1721,0.0536,0.2311,0.7153
10411,"高雄市","路竹區文北里",3211,123,737,2351,0.0383,0.2295,0.7322
10411,"高雄市","路竹區文南里",2501,131,624,1746,0.0524,0.2495,0.6981
10411,"高雄市","路竹區三爺里",910,34,168,708,0.0374,0.1846,0.778
10411,"高雄市","路竹區鴨寮里",2004,103,444,1457,0.0514,0.2216,0.727
10411,"高雄市","路竹區社東里",1805,63,390,1352,0.0349,0.2161,0.749
10411,"高雄市","路竹區社中里",916,40,187,689,0.0437,0.2041,0.7522
10411,"高雄市","路竹區竹南里",2878,178,775,1925,0.0618,0.2693,0.6689
10411,"高雄市","路竹區社南里",4490,262,1248,2980,0.0584,0.278,0.6637
10411,"高雄市","湖內區海山里",1169,36,228,905,0.0308,0.195,0.7742
10411,"高雄市","湖內區劉家里",1073,27,154,892,0.0252,0.1435,0.8313
10411,"高雄市","湖內區太爺里",839,47,183,609,0.056,0.2181,0.7259
10411,"高雄市","湖內區公舘里",2224,126,487,1611,0.0567,0.219,0.7244
10411,"高雄市","湖內區葉厝里",2567,103,568,1896,0.0401,0.2213,0.7386
10411,"高雄市","湖內區大湖里",3702,196,867,2639,0.0529,0.2342,0.7129
10411,"高雄市","湖內區田尾里",1068,51,216,801,0.0478,0.2022,0.75
10411,"高雄市","湖內區湖內里",3732,127,774,2831,0.034,0.2074,0.7586
10411,"高雄市","湖內區海埔里",1929,60,428,1441,0.0311,0.2219,0.747
10411,"高雄市","湖內區文賢里",1205,48,224,933,0.0398,0.1859,0.7743
10411,"高雄市","湖內區中賢里",2234,70,421,1743,0.0313,0.1885,0.7802
10411,"高雄市","湖內區逸賢里",1157,25,195,937,0.0216,0.1685,0.8099
10411,"高雄市","湖內區忠興里",725,21,95,609,0.029,0.131,0.84
10411,"高雄市","湖內區湖東里",2675,104,585,1986,0.0389,0.2187,0.7424
10411,"高雄市","茄萣區福德里",1028,33,165,830,0.0321,0.1605,0.8074
10411,"高雄市","茄萣區萬福里",952,22,156,774,0.0231,0.1639,0.813
10411,"高雄市","茄萣區白雲里",1771,58,321,1392,0.0327,0.1813,0.786
10411,"高雄市","茄萣區嘉賜里",3842,139,813,2890,0.0362,0.2116,0.7522
10411,"高雄市","茄萣區嘉安里",1796,56,375,1365,0.0312,0.2088,0.76
10411,"高雄市","茄萣區嘉定里",1229,41,195,993,0.0334,0.1587,0.808
10411,"高雄市","茄萣區保定里",3085,117,597,2371,0.0379,0.1935,0.7686
10411,"高雄市","茄萣區光定里",1042,32,166,844,0.0307,0.1593,0.81
10411,"高雄市","茄萣區大定里",1194,33,192,969,0.0276,0.1608,0.8116
10411,"高雄市","茄萣區吉定里",1214,32,219,963,0.0264,0.1804,0.7932
10411,"高雄市","茄萣區嘉樂里",2046,58,377,1611,0.0283,0.1843,0.7874
10411,"高雄市","茄萣區嘉泰里",1209,29,209,971,0.024,0.1729,0.8031
10411,"高雄市","茄萣區嘉福里",1047,25,159,863,0.0239,0.1519,0.8243
10411,"高雄市","茄萣區和協里",1179,30,182,967,0.0254,0.1544,0.8202
10411,"高雄市","茄萣區崎漏里",4629,113,814,3702,0.0244,0.1758,0.7997
10411,"高雄市","永安區永安里",1593,71,313,1209,0.0446,0.1965,0.7589
10411,"高雄市","永安區永華里",1940,74,397,1469,0.0381,0.2046,0.7572
10411,"高雄市","永安區新港里",2474,54,440,1980,0.0218,0.1778,0.8003
10411,"高雄市","永安區鹽田里",390,9,77,304,0.0231,0.1974,0.7795
10411,"高雄市","永安區保寧里",2599,84,542,1973,0.0323,0.2085,0.7591
10411,"高雄市","永安區維新里",3435,140,783,2512,0.0408,0.2279,0.7313
10411,"高雄市","彌陀區光和里",1310,28,231,1051,0.0214,0.1763,0.8023
10411,"高雄市","彌陀區彌靖里",1887,51,339,1497,0.027,0.1797,0.7933
10411,"高雄市","彌陀區彌仁里",585,17,96,472,0.0291,0.1641,0.8068
10411,"高雄市","彌陀區彌壽里",776,31,167,578,0.0399,0.2152,0.7448
10411,"高雄市","彌陀區彌陀里",1799,72,379,1348,0.04,0.2107,0.7493
10411,"高雄市","彌陀區舊港里",1688,47,292,1349,0.0278,0.173,0.7992
10411,"高雄市","彌陀區文安里",1821,31,272,1518,0.017,0.1494,0.8336
10411,"高雄市","彌陀區鹽埕里",2157,62,382,1713,0.0287,0.1771,0.7942
10411,"高雄市","彌陀區過港里",960,16,138,806,0.0167,0.1438,0.8396
10411,"高雄市","彌陀區海尾里",887,24,110,753,0.0271,0.124,0.8489
10411,"高雄市","彌陀區漯底里",1186,38,224,924,0.032,0.1889,0.7791
10411,"高雄市","彌陀區南寮里",2181,48,347,1786,0.022,0.1591,0.8189
10411,"高雄市","梓官區梓信里",2233,103,474,1656,0.0461,0.2123,0.7416
10411,"高雄市","梓官區梓義里",2106,107,422,1577,0.0508,0.2004,0.7488
10411,"高雄市","梓官區梓和里",2406,134,545,1727,0.0557,0.2265,0.7178
10411,"高雄市","梓官區梓平里",1493,59,360,1074,0.0395,0.2411,0.7194
10411,"高雄市","梓官區中崙里",1186,41,241,904,0.0346,0.2032,0.7622
10411,"高雄市","梓官區赤崁里",1951,67,356,1528,0.0343,0.1825,0.7832
10411,"高雄市","梓官區禮蚵里",2254,59,352,1843,0.0262,0.1562,0.8177
10411,"高雄市","梓官區智蚵里",2965,128,578,2259,0.0432,0.1949,0.7619
10411,"高雄市","梓官區信蚵里",2410,55,450,1905,0.0228,0.1867,0.7905
10411,"高雄市","梓官區同安里",1023,35,188,800,0.0342,0.1838,0.782
10411,"高雄市","梓官區大舍里",3776,120,722,2934,0.0318,0.1912,0.777
10411,"高雄市","梓官區赤東里",2374,57,404,1913,0.024,0.1702,0.8058
10411,"高雄市","梓官區赤西里",836,29,130,677,0.0347,0.1555,0.8098
