"統計年月","行政區域","納稅單位_n","綜合所得總額_n","綜合所得平均數_n","綜合所得中位數_n"
10207,"湖內區劉家里",213,127097,597,514
10207,"湖內區太爺里",257,175325,682,500
10207,"湖內區田尾里",345,248627,721,509
10207,"湖內區文賢里",304,207626,683,526
10207,"湖內區葉厝里",754,505321,670,514
10207,"湖內區逸賢里",248,138563,559,441
10207,"湖內區中賢里",567,334076,589,461
10207,"湖內區忠興里",164,93925,573,481
10207,"茄萣區白雲里",404,243389,602,458
10207,"茄萣區保定里",754,446244,592,461
10207,"茄萣區大定里",267,165741,621,443
10207,"茄萣區福德里",235,147926,629,477
10207,"茄萣區光定里",232,136048,586,461
10207,"茄萣區和協里",255,146054,573,506
10207,"茄萣區吉定里",240,154698,645,490
10207,"茄萣區嘉安里",427,234912,550,445
10207,"茄萣區嘉賜里",927,571002,616,500
10207,"茄萣區嘉定里",255,160012,627,524
10207,"茄萣區嘉福里",225,113999,507,386
10207,"茄萣區嘉樂里",523,300601,575,459
10207,"茄萣區嘉泰里",263,147922,562,442
10207,"茄萣區崎漏里",1003,598664,597,462
10207,"茄萣區萬福里",209,125580,601,427
10207,"甲仙區寶隆里",118,54530,462,371
10207,"甲仙區大田里",267,130150,487,414
10207,"甲仙區東安里",81,54726,676,497
10207,"甲仙區關山里",78,36790,472,364
10207,"甲仙區和安里",127,82318,648,513
10207,"甲仙區西安里",192,122796,640,516
10207,"甲仙區小林里",85,36851,434,393
10207,"林園區北汕里",377,260508,691,569
10207,"林園區頂厝里",1210,901925,745,583
10207,"林園區東林里",795,598795,753,596
10207,"林園區東汕里",204,128883,632,541
10207,"林園區鳳芸里",448,326045,728,596
10207,"林園區港埔里",434,306504,706,541
10207,"林園區港嘴里",434,290518,669,547
10207,"林園區龔厝里",540,407115,754,592
10207,"林園區廣應里",982,732782,746,593
10207,"林園區林家里",349,257052,737,550
10207,"林園區林內里",390,275442,706,568
10207,"林園區林園里",995,788093,792,594
10207,"林園區仁愛里",884,763870,864,675
10207,"林園區潭頭里",674,489905,727,544
10207,"林園區王公里",1190,957653,805,650
10207,"林園區文賢里",592,425679,719,577
10207,"林園區五福里",575,377076,656,523
10207,"林園區溪州里",1024,737571,720,572
10207,"林園區西汕里",153,98854,646,558
10207,"林園區西溪里",823,546093,664,540
10207,"林園區中厝里",695,489023,704,577
10207,"林園區中門里",621,441029,710,570
10207,"林園區中汕里",509,337227,663,549
10207,"林園區中芸里",471,321800,683,563
10207,"苓雅區安祥里",949,1245133,1312,733
10207,"苓雅區博仁里",242,319629,1321,632
10207,"苓雅區朝陽里",486,413272,850,617
10207,"苓雅區城北里",488,519696,1065,631
10207,"苓雅區城東里",734,711143,969,694
10207,"苓雅區城西里",165,105357,639,462
10207,"苓雅區福地里",808,569887,705,531
10207,"苓雅區福東里",826,589719,714,574
10207,"苓雅區福海里",344,264746,770,585
10207,"苓雅區福居里",798,542681,680,517
10207,"苓雅區福康里",535,395087,738,569
10207,"苓雅區福隆里",823,640917,779,589
10207,"苓雅區福南里",568,427776,753,525
10207,"苓雅區福人里",602,459485,763,588
10207,"苓雅區福壽里",424,354984,837,528
10207,"苓雅區福西里",466,299568,643,513
10207,"苓雅區福祥里",382,272005,712,510
10207,"苓雅區鼓中里",301,242408,805,592
10207,"苓雅區光華里",165,119282,723,552
10207,"苓雅區廣澤里",631,585139,927,608
10207,"苓雅區和煦里",709,674220,951,639
10207,"苓雅區華堂里",999,907634,909,621
10207,"苓雅區建軍里",582,464273,798,571
10207,"苓雅區凱旋里",673,757314,1125,723
10207,"苓雅區林安里",518,481269,929,655
10207,"苓雅區林德里",616,693894,1126,682
10207,"苓雅區林富里",752,1163295,1547,782
10207,"苓雅區林貴里",643,636129,989,689
10207,"苓雅區林華里",927,756846,816,589
10207,"苓雅區林靖里",575,527118,917,725
10207,"苓雅區林南里",1097,1265988,1154,752
10207,"苓雅區林泉里",734,865587,1179,782
10207,"苓雅區林榮里",1387,1219638,879,587
10207,"苓雅區林圍里",926,1292788,1396,776
10207,"苓雅區林西里",531,444218,837,566
10207,"苓雅區林興里",377,278832,740,575
10207,"苓雅區林中里",1036,917002,885,614
10207,"苓雅區苓東里",453,379567,838,524
10207,"苓雅區苓昇里",368,257815,701,556
10207,"苓雅區苓雅里",488,426019,873,602
10207,"苓雅區苓中里",492,372342,757,547
10207,"苓雅區苓洲里",463,441960,955,590
10207,"苓雅區美田里",405,346135,855,621
10207,"苓雅區民主里",1314,1306551,994,641
10207,"苓雅區普天里",1195,1228506,1028,670
10207,"苓雅區普照里",1054,1128826,1071,671
10207,"苓雅區晴朗里",416,490692,1180,673
10207,"苓雅區人和里",617,561562,910,568
10207,"苓雅區仁政里",487,550299,1130,679
10207,"苓雅區日中里",808,723188,895,595
10207,"苓雅區尚義里",586,695007,1186,758
10207,"苓雅區田西里",476,405587,852,622
10207,"苓雅區同慶里",770,1188015,1543,930
10207,"苓雅區衛武里",579,405009,699,557
10207,"苓雅區文昌里",1242,948398,764,566
10207,"苓雅區五福里",1237,988677,799,557
10207,"苓雅區五權里",704,612579,870,625
10207,"苓雅區意誠里",1065,853832,802,578
10207,"苓雅區英明里",627,509188,812,588
10207,"苓雅區永康里",749,644175,860,613
10207,"苓雅區正大里",1728,1543674,893,620
10207,"苓雅區正道里",1402,1152068,822,597
10207,"苓雅區正仁里",806,660997,820,617
10207,"苓雅區正文里",713,677308,950,645
10207,"苓雅區正心里",1339,1206415,901,621
10207,"苓雅區正言里",997,871274,874,597
10207,"苓雅區正義里",869,1035105,1191,704
10207,"苓雅區中正里",1114,1486051,1334,764
10207,"苓雅區奏捷里",514,437836,852,605
10207,"六龜區寶來里",138,77188,559,449
10207,"六龜區大津里",55,33897,616,487
10207,"六龜區荖濃里",139,70564,508,407
10207,"六龜區六龜里",147,83106,565,450
10207,"六龜區文武里",228,146220,641,452
10207,"六龜區新發里",155,98438,635,436
10207,"六龜區新寮里",91,73858,812,638
10207,"六龜區新威里",130,84788,652,500
10207,"六龜區新興里",85,55562,654,500
10207,"六龜區興龍里",110,53988,491,407
10207,"六龜區義寶里",213,133390,626,476
10207,"六龜區中興里",238,153085,643,516
10207,"路竹區北嶺里",398,275196,691,524
10207,"路竹區頂寮里",292,194280,665,508
10207,"路竹區後鄉里",372,273969,736,553
10207,"路竹區甲北里",633,453187,716,559
10207,"路竹區甲南里",951,677349,712,552
10207,"路竹區三爺里",279,249342,894,558
10207,"路竹區社東里",501,333408,665,516
10207,"路竹區社南里",1451,1090328,751,581
10207,"路竹區社西里",669,453889,678,515
10207,"路竹區社中里",264,160958,610,472
10207,"路竹區文北里",970,687043,708,545
10207,"路竹區文南里",752,584587,777,618
10207,"路竹區下坑里",719,488828,680,506
10207,"路竹區新達里",289,194035,671,561
10207,"路竹區鴨寮里",618,481242,779,599
10207,"路竹區竹東里",1126,933524,829,610
10207,"路竹區竹滬里",830,587429,708,522
10207,"路竹區竹南里",891,946156,1062,641
10207,"路竹區竹西里",677,509971,753,521
10207,"路竹區竹園里",466,302077,648,517
10207,"茂林區多納里",98,51077,521,406
10207,"茂林區茂林里",187,125636,672,564
10207,"茂林區萬山里",72,54783,761,557
10207,"美濃區德興里",308,242429,787,602
10207,"美濃區東門里",293,216358,738,550
10207,"美濃區福安里",584,468947,803,565
10207,"美濃區廣德里",251,166940,665,492
10207,"美濃區廣林里",277,193270,698,551
10207,"美濃區合和里",562,408305,727,534
10207,"美濃區吉東里",336,232026,691,534
10207,"美濃區吉和里",286,215444,753,575
10207,"美濃區吉洋里",344,229413,667,547
10207,"美濃區龍肚里",323,240928,746,554
10207,"美濃區龍山里",457,338980,742,572
10207,"美濃區祿興里",569,407526,716,569
10207,"美濃區瀰濃里",499,397911,797,635
10207,"美濃區清水里",403,292262,725,597
10207,"美濃區獅山里",477,345032,723,582
10207,"美濃區泰安里",378,300947,796,590
10207,"美濃區興隆里",230,157585,685,555
10207,"美濃區中壇里",452,350536,776,611
10207,"美濃區中圳里",450,360943,802,605
10207,"彌陀區光和里",296,177291,599,505
10207,"彌陀區過港里",223,144056,646,493
10207,"彌陀區海尾里",170,99311,584,435
10207,"彌陀區舊港里",379,219787,580,445
10207,"彌陀區漯底里",270,171018,633,511
10207,"彌陀區彌靖里",496,357766,721,503
10207,"彌陀區彌仁里",137,82203,600,473
10207,"彌陀區彌壽里",196,139639,712,591
10207,"彌陀區彌陀里",459,312565,681,534
10207,"彌陀區南寮里",444,278734,628,500
10207,"彌陀區文安里",434,247866,571,455
10207,"彌陀區鹽埕里",471,288203,612,496
10207,"那瑪夏區達卡努瓦里",211,134574,638,543
10207,"那瑪夏區瑪雅里",139,93579,673,565
10207,"那瑪夏區南沙魯里",95,46624,491,493
10207,"楠梓區翠屏里",4379,3518330,803,632
10207,"楠梓區大昌里",531,353262,665,532
10207,"楠梓區東寧里",1118,993413,889,676
10207,"楠梓區福昌里",594,469534,790,606
10207,"楠梓區廣昌里",898,638693,711,582
10207,"楠梓區國昌里",1040,807047,776,591
10207,"楠梓區和昌里",629,485697,772,586
10207,"楠梓區宏昌里",993,831973,838,662
10207,"楠梓區宏南里",650,874952,1346,1021
10207,"楠梓區宏榮里",890,893629,1004,802
10207,"楠梓區宏毅里",836,798019,955,776
10207,"楠梓區惠豐里",1553,1242016,800,632
10207,"楠梓區惠民里",1189,936527,788,580
10207,"楠梓區惠楠里",756,578742,766,586
10207,"楠梓區加昌里",2525,2036779,807,630
10207,"楠梓區建昌里",801,617051,770,599
10207,"楠梓區金田里",952,753896,792,602
10207,"楠梓區錦屏里",1019,830214,815,627
10207,"楠梓區久昌里",726,504597,695,573
10207,"楠梓區藍田里",1495,1558523,1042,798
10207,"楠梓區隆昌里",1021,800225,784,573
10207,"楠梓區清豐里",6008,5135880,855,692
10207,"楠梓區慶昌里",1130,1068420,946,695
10207,"楠梓區仁昌里",1514,1126469,744,600
10207,"楠梓區稔田里",438,344219,786,620
10207,"楠梓區瑞屏里",1215,985131,811,614
10207,"楠梓區盛昌里",1766,1574455,892,679
10207,"楠梓區泰昌里",391,285914,731,565
10207,"楠梓區五常里",1660,1202603,724,579
10207,"楠梓區享平里",953,787657,827,603
10207,"楠梓區興昌里",1258,1087712,865,694
10207,"楠梓區秀昌里",651,561353,862,645
10207,"楠梓區玉屏里",688,542026,788,617
10207,"楠梓區裕昌里",1075,1011046,941,723
10207,"楠梓區中和里",509,436322,857,670
10207,"楠梓區中興里",460,390754,849,678
10207,"楠梓區中陽里",778,576083,740,536
10207,"內門區東埔里",97,58694,605,416
10207,"內門區溝坪里",167,86223,516,443
10207,"內門區觀亭里",339,212443,627,536
10207,"內門區光興里",94,60042,639,560
10207,"內門區金竹里",104,53295,512,414
10207,"內門區木柵里",82,40421,493,446
10207,"內門區內東里",128,69945,546,438
10207,"內門區內豊里",234,127211,544,424
10207,"內門區內門里",186,118870,639,549
10207,"內門區內南里",78,44944,576,448
10207,"內門區內興里",94,48201,513,426
10207,"內門區瑞山里",43,33003,768,471
10207,"內門區三平里",90,53732,597,501
10207,"內門區石坑里",75,44204,589,486
10207,"內門區永富里",203,112328,553,411
10207,"內門區永吉里",71,47433,668,504
10207,"內門區永興里",70,38009,543,498
10207,"內門區中埔里",108,68275,632,467
10207,"鳥松區大華里",3403,5089918,1496,780
10207,"鳥松區大竹里",177,134989,763,587
10207,"鳥松區坔埔里",963,808435,839,587
10207,"鳥松區華美里",1046,856026,818,588
10207,"鳥松區夢裡里",1563,2264379,1449,827
10207,"鳥松區鳥松里",3231,3909784,1210,788
10207,"鳥松區仁美里",1613,1173250,727,558
10207,"旗津區安順里",174,103436,594,507
10207,"旗津區北汕里",542,315400,582,457
10207,"旗津區慈愛里",455,274663,604,487
10207,"旗津區復興里",638,367242,576,488
10207,"旗津區南汕里",382,239399,627,541
10207,"旗津區旗下里",285,185192,650,505
10207,"旗津區上竹里",594,403195,679,541
10207,"旗津區實踐里",274,158051,577,464
10207,"旗津區永安里",249,139162,559,451
10207,"旗津區振興里",372,236843,637,471
10207,"旗津區中華里",317,197556,623,481
10207,"旗津區中興里",604,382281,633,504
10207,"旗津區中洲里",328,215084,656,487
10207,"旗山區大德里",711,524640,738,559
10207,"旗山區大林里",242,136750,565,452
10207,"旗山區大山里",298,197696,663,529
10207,"旗山區東昌里",235,160985,685,502
10207,"旗山區東平里",454,353278,778,586
10207,"旗山區廣福里",130,107808,829,575
10207,"旗山區鯤洲里",146,101113,693,497
10207,"旗山區湄洲里",510,380567,746,569
10207,"旗山區南勝里",428,287383,671,505
10207,"旗山區南洲里",283,199261,704,517
10207,"旗山區瑞吉里",469,315064,672,509
10207,"旗山區三協里",471,317372,674,509
10207,"旗山區上洲里",189,119020,630,545
10207,"旗山區太平里",574,392428,684,511
10207,"旗山區新光里",169,115458,683,513
10207,"旗山區永和里",835,576410,690,533
10207,"旗山區圓富里",383,233301,609,506
10207,"旗山區中寮里",22,10041,456,469
10207,"旗山區中正里",295,179290,608,496
10207,"旗山區中洲里",141,103539,734,514
10207,"旗山區竹峰里",362,309356,855,570
10207,"前金區北金里",232,202394,872,560
10207,"前金區博孝里",327,306201,936,556
10207,"前金區草江里",392,356692,910,618
10207,"前金區東金里",342,415492,1215,698
10207,"前金區復元里",362,375690,1038,665
10207,"前金區國民里",352,500571,1422,666
10207,"前金區後金里",268,275225,1027,645
10207,"前金區林投里",233,296880,1274,536
10207,"前金區民生里",262,257419,983,678
10207,"前金區青山里",571,673495,1180,719
10207,"前金區榮復里",367,262481,715,526
10207,"前金區三川里",200,123375,617,465
10207,"前金區社東里",661,833383,1261,736
10207,"前金區社西里",390,407922,1046,665
10207,"前金區文東里",419,440172,1051,639
10207,"前金區文西里",321,277796,865,551
10207,"前金區新生里",1255,1341252,1069,703
10207,"前金區長城里",392,319754,816,579
10207,"前金區長生里",581,594740,1024,644
10207,"前金區長興里",353,319074,904,588
10207,"前鎮區草衙里",2524,1750101,693,531
10207,"前鎮區德昌里",498,316846,636,507
10207,"前鎮區復國里",827,747129,903,617
10207,"前鎮區建隆里",327,420074,1285,763
10207,"前鎮區良和里",1028,1082268,1053,734
10207,"前鎮區民權里",1509,1618324,1072,724
10207,"前鎮區明道里",236,170588,723,575
10207,"前鎮區明禮里",362,242951,671,511
10207,"前鎮區明孝里",746,529488,710,504
10207,"前鎮區明義里",653,480450,736,569
10207,"前鎮區明正里",1609,1281322,796,619
10207,"前鎮區平昌里",152,106889,703,531
10207,"前鎮區平等里",499,416640,835,585
10207,"前鎮區前鎮里",360,248962,692,526
10207,"前鎮區仁愛里",334,241215,722,540
10207,"前鎮區瑞北里",849,610842,719,582
10207,"前鎮區瑞昌里",950,690064,726,575
10207,"前鎮區瑞誠里",787,569133,723,584
10207,"前鎮區瑞東里",662,476773,720,557
10207,"前鎮區瑞豐里",797,632758,794,618
10207,"前鎮區瑞崗里",701,538584,768,569
10207,"前鎮區瑞和里",564,416282,738,565
10207,"前鎮區瑞華里",1484,1279329,862,628
10207,"前鎮區瑞隆里",1002,746820,745,586
10207,"前鎮區瑞南里",1332,1016805,763,598
10207,"前鎮區瑞平里",1162,951675,819,611
10207,"前鎮區瑞文里",717,575000,802,543
10207,"前鎮區瑞西里",819,580587,709,575
10207,"前鎮區瑞祥里",1445,1249483,865,636
10207,"前鎮區瑞興里",745,574394,771,591
10207,"前鎮區瑞竹里",443,352249,795,640
10207,"前鎮區盛豐里",911,757038,831,596
10207,"前鎮區盛興里",869,836600,963,608
10207,"前鎮區西甲里",664,637693,960,646
10207,"前鎮區西山里",1196,1082866,905,612
10207,"前鎮區信德里",547,360821,660,544
10207,"前鎮區信義里",347,237431,684,536
10207,"前鎮區興邦里",987,954234,967,738
10207,"前鎮區興東里",1818,1764154,970,663
10207,"前鎮區興化里",167,122447,733,496
10207,"前鎮區興仁里",154,91770,596,499
10207,"前鎮區興中里",916,728108,795,545
10207,"前鎮區振興里",754,779394,1034,703
10207,"前鎮區鎮北里",267,193367,724,533
10207,"前鎮區鎮昌里",524,382742,730,547
10207,"前鎮區鎮東里",482,342728,711,553
10207,"前鎮區鎮海里",1279,1046362,818,589
10207,"前鎮區鎮榮里",578,361791,626,485
10207,"前鎮區鎮陽里",259,188538,728,571
10207,"前鎮區鎮中里",212,141250,666,488
10207,"前鎮區忠誠里",633,461344,729,645
10207,"前鎮區忠純里",1419,1021685,720,593
10207,"前鎮區忠孝里",875,947178,1082,645
10207,"前鎮區竹北里",657,546186,831,605
10207,"前鎮區竹東里",717,522163,728,548
10207,"前鎮區竹南里",2360,2454770,1040,779
10207,"前鎮區竹內里",809,629886,779,589
10207,"前鎮區竹西里",1321,1236305,936,692
10207,"前鎮區竹中里",1210,1025814,848,630
10207,"橋頭區白樹里",897,716372,799,600
10207,"橋頭區筆秀里",470,350944,747,570
10207,"橋頭區德松里",398,330093,829,661
10207,"橋頭區頂鹽里",351,266810,760,589
10207,"橋頭區東林里",736,545402,741,594
10207,"橋頭區甲北里",573,395585,690,501
10207,"橋頭區甲南里",729,502184,689,521
10207,"橋頭區橋南里",385,298075,774,617
10207,"橋頭區橋頭里",736,739941,1005,720
10207,"橋頭區三德里",219,146106,667,521
10207,"橋頭區仕豐里",733,570716,779,582
10207,"橋頭區仕和里",1228,942173,767,581
10207,"橋頭區仕隆里",729,613820,842,630
10207,"橋頭區西林里",423,322352,762,596
10207,"橋頭區新莊里",624,631717,1012,677
10207,"橋頭區芋寮里",385,308687,802,599
10207,"橋頭區中崎里",190,137179,722,583
10207,"仁武區八卦里",4372,3763402,861,680
10207,"仁武區赤山里",1555,1312478,844,647
10207,"仁武區大灣里",936,711370,760,577
10207,"仁武區高楠里",465,281408,605,486
10207,"仁武區後安里",653,425875,652,536
10207,"仁武區考潭里",734,598880,816,564
10207,"仁武區仁慈里",689,685209,994,723
10207,"仁武區仁福里",162,114061,704,475
10207,"仁武區仁和里",1095,1006435,919,698
10207,"仁武區仁武里",1541,1141468,741,570
10207,"仁武區灣內里",1830,1550630,847,640
10207,"仁武區文武里",2440,1878932,770,599
10207,"仁武區烏林里",945,583718,618,509
10207,"仁武區五和里",1092,812623,744,599
10207,"仁武區中華里",369,219858,596,487
10207,"仁武區竹後里",600,417219,695,548
10207,"三民區安邦里",1191,1034704,869,622
10207,"三民區安東里",1075,1015027,944,635
10207,"三民區安發里",1491,1401751,940,606
10207,"三民區安和里",838,743338,887,587
10207,"三民區安吉里",1465,1336213,912,625
10207,"三民區安康里",608,370066,609,510
10207,"三民區安寧里",386,248179,643,517
10207,"三民區安生里",468,373583,798,553
10207,"三民區安泰里",1271,1126607,886,621
10207,"三民區安宜里",971,789621,813,583
10207,"三民區寶安里",2289,2110999,922,643
10207,"三民區寶德里",1562,1300353,832,596
10207,"三民區寶國里",2464,2366169,960,700
10207,"三民區寶華里",1125,1073345,954,694
10207,"三民區寶龍里",1285,1192084,928,621
10207,"三民區寶民里",1014,910280,898,641
10207,"三民區寶慶里",890,699580,786,579
10207,"三民區寶盛里",1699,1534541,903,664
10207,"三民區寶獅里",1169,1018368,871,615
10207,"三民區寶泰里",1186,1032447,871,594
10207,"三民區寶興里",2088,1870340,896,614
10207,"三民區寶業里",1587,1490491,939,665
10207,"三民區寶玉里",2526,2267894,898,659
10207,"三民區寶中里",940,732817,780,555
10207,"三民區寶珠里",1620,1350695,834,605
10207,"三民區本安里",1529,1540255,1007,666
10207,"三民區本館里",2631,2236249,850,626
10207,"三民區本和里",2392,2225939,931,680
10207,"三民區本上里",1643,1892604,1152,764
10207,"三民區本文里",657,521560,794,569
10207,"三民區本武里",482,422715,877,662
10207,"三民區本揚里",2421,2396534,990,700
10207,"三民區本元里",1703,1573976,924,653
10207,"三民區博愛里",393,302833,577.5,463.5
10207,"三民區博惠里",1353,1194676,883,595
10207,"三民區川東里",360,283468,787,597
10207,"三民區達德里",536,563666,1052,642
10207,"三民區達明里",521,452259,868,574
10207,"三民區達仁里",514,467426,909,625
10207,"三民區達勇里",332,330168,994,666
10207,"三民區德北里",601,512122,852,627
10207,"三民區德東里",272,217756,801,573
10207,"三民區德仁里",659,746519,1133,644
10207,"三民區德西里",276,256807,930,630
10207,"三民區德行里",365,328826,901,608
10207,"三民區德智里",735,669704,911,614
10207,"三民區鼎金里",1033,809123,783,618
10207,"三民區鼎力里",1169,982599,841,622
10207,"三民區鼎強里",1124,850660,757,584
10207,"三民區鼎盛里",2224,1847973,831,633
10207,"三民區鼎泰里",6838,7618972,1114,793
10207,"三民區鼎西里",2051,1603479,782,608
10207,"三民區鼎中里",1082,901513,833,596
10207,"三民區豐裕里",730,511431,701,531
10207,"三民區鳳北里",400,294902,737,534
10207,"三民區鳳南里",253,180417,713,535
10207,"三民區港東里",406,328199,808,524
10207,"三民區港西里",192,141679,738,552
10207,"三民區港新里",508,501726,988,614
10207,"三民區建東里",330,235775,714,571
10207,"三民區精華里",512,467066,912,620
10207,"三民區力行里",346,233556,675,485
10207,"三民區立誠里",226,212904,942,574
10207,"三民區立德里",365,282575,774,575
10207,"三民區立業里",278,215749,776,596
10207,"三民區民享里",726,640329,882,599
10207,"三民區千北里",352,253571,720,528
10207,"三民區千秋里",558,337119,604,505
10207,"三民區千歲里",355,289156,815,555
10207,"三民區十美里",622,545543,877,613
10207,"三民區十全里",494,452763,917,628
10207,"三民區同德里",943,880429,934,625
10207,"三民區灣愛里",745,517481,695,549
10207,"三民區灣成里",637,508073,798,622
10207,"三民區灣復里",1020,748150,733,555
10207,"三民區灣華里",803,648071,807,607
10207,"三民區灣利里",933,658679,706,545
10207,"三民區灣勝里",555,387063,697,524
10207,"三民區灣興里",615,723703,1177,722
10207,"三民區灣中里",1601,1265835,791,602
10207,"三民區灣子里",1168,1041597,892,659
10207,"三民區興德里",516,438725,850,640
10207,"三民區裕民里",384,341568,889,671
10207,"三民區長明里",361,285599,791,516
10207,"三民區正順里",1134,997190,879,626
10207,"三民區正興里",3817,3715153,973,722
10207,"杉林區集來里",168,94526,563,424
10207,"杉林區木梓里",96,47377,494,457
10207,"杉林區杉林里",127,60314,475,375
10207,"杉林區上平里",305,181985,597,470
10207,"杉林區新庄里",276,179939,652,514
10207,"杉林區月眉里",545,345602,634,532
10207,"杉林區月美里",208,152187,732,544
10207,"桃源區寶山里",98,71434,729,610
10207,"桃源區復興里",41,26785,653,533
10207,"桃源區高中里",78,66254,849,686
10207,"桃源區建山里",121,69349,573,478
10207,"桃源區拉芙蘭里",50,35738,715,568
10207,"桃源區梅山里",51,24765,486,483
10207,"桃源區勤和里",37,20950,566,572
10207,"桃源區桃源里",139,88066,634,508
10207,"田寮區崇德里",175,105028,600,494
10207,"田寮區大同里",66,34474,522,450
10207,"田寮區古亭里",82,41387,505,430
10207,"田寮區鹿埔里",70,34773,497,408
10207,"田寮區南安里",193,107320,556,449
10207,"田寮區七星里",114,82016,719,596
10207,"田寮區三和里",62,38288,618,453
10207,"田寮區田寮里",64,46702,730,567
10207,"田寮區西德里",131,74011,565,434
10207,"田寮區新興里",326,233459,716,540
10207,"小港區大苓里",868,699042,805,564
10207,"小港區大坪里",659,484204,735,603
10207,"小港區店鎮里",1923,1592805,828,605
10207,"小港區二苓里",1226,994511,811,592
10207,"小港區鳳宮里",701,547402,781,583
10207,"小港區鳳林里",855,634698,742,577
10207,"小港區鳳鳴里",788,602166,764,599
10207,"小港區鳳森里",644,511926,795,632
10207,"小港區鳳興里",690,519795,753,600
10207,"小港區鳳源里",998,769738,771,610
10207,"小港區港后里",761,593579,780,602
10207,"小港區港口里",1288,1420625,1103,660
10207,"小港區港明里",954,698799,732,563
10207,"小港區港南里",592,506913,856,637
10207,"小港區港墘里",575,498341,867,614
10207,"小港區港興里",731,609821,834,595
10207,"小港區港正里",975,861079,883,662
10207,"小港區高松里",1129,854320,757,577
10207,"小港區桂林里",2259,1755964,777,596
10207,"小港區合作里",721,541922,752,595
10207,"小港區宏亮里",1002,828687,827,637
10207,"小港區濟南里",1263,1057553,837,650
10207,"小港區孔宅里",1151,851667,740,589
10207,"小港區六苓里",915,887337,970,703
10207,"小港區龍鳳里",858,707268,824,621
10207,"小港區坪頂里",1377,1074693,780,594
10207,"小港區青島里",629,450528,716,548
10207,"小港區三苓里",925,741712,802,605
10207,"小港區廈莊里",805,629176,782,590
10207,"小港區山東里",948,744612,785,617
10207,"小港區山明里",3107,2404758,774,603
10207,"小港區順苓里",1386,1124631,811,616
10207,"小港區松金里",812,633654,780,586
10207,"小港區松山里",1063,881964,830,648
10207,"小港區泰山里",1103,979698,888,703
10207,"小港區小港里",697,564922,811,573
10207,"小港區正苓里",1299,1051914,810,600
10207,"小港區中厝里",926,655669,708,528
10207,"新興區愛平里",340,339139,997,647
10207,"新興區成功里",409,518776,1268,702
10207,"新興區大明里",322,255457,793,564
10207,"新興區德生里",1143,1478111,1293,677
10207,"新興區德望里",753,755509,1003,644
10207,"新興區德政里",225,199775,888,617
10207,"新興區東坡里",385,321269,834,562
10207,"新興區光耀里",757,673023,889,632
10207,"新興區漢民里",253,208326,823,517
10207,"新興區浩然里",678,680244,1003,645
10207,"新興區華聲里",336,374846,1116,663
10207,"新興區建華里",280,346241,1237,546
10207,"新興區建興里",257,197027,767,516
10207,"新興區蕉園里",246,232961,947,623
10207,"新興區開平里",1239,1790383,1445,769
10207,"新興區黎明里",250,245960,984,500
10207,"新興區明莊里",179,182716,1021,557
10207,"新興區南港里",660,560270,849,567
10207,"新興區秋山里",264,190854,723,551
10207,"新興區仁聲里",301,272455,905,561
10207,"新興區榮治里",249,469683,1886,819
10207,"新興區順昌里",669,645357,965,598
10207,"新興區文昌里",1012,1239469,1225,720
10207,"新興區新江里",407,386762,950,518
10207,"新興區興昌里",634,651765,1028,652
10207,"新興區永寧里",505,477763,946,609
10207,"新興區玉衡里",267,207848,778,580
10207,"新興區長驛里",263,205780,782,546
10207,"新興區振成里",460,522026,1135,618
10207,"新興區振華里",430,462136,1075,616
10207,"新興區正氣里",523,567101,1084,633
10207,"新興區中東里",833,801711,962,578
10207,"鹽埕區博愛里",152,105410,693,465
10207,"鹽埕區慈愛里",95,81247,855,526
10207,"鹽埕區府北里",388,254504,656,468
10207,"鹽埕區港都里",296,227504,769,533
10207,"鹽埕區光明里",409,354986,868,586
10207,"鹽埕區河濱里",615,616597,1003,587
10207,"鹽埕區江南里",199,189490,952,560
10207,"鹽埕區江西里",338,318824,943,593
10207,"鹽埕區教仁里",669,1129047,1688,556
10207,"鹽埕區瀨南里",176,226222,1285,561
10207,"鹽埕區藍橋里",370,291633,788,630
10207,"鹽埕區陸橋里",308,250977,815,608
10207,"鹽埕區南端里",308,316146,1026,529
10207,"鹽埕區沙地里",219,371294,1695,607
10207,"鹽埕區壽星里",356,297828,837,584
10207,"鹽埕區新豐里",230,208918,908,589
10207,"鹽埕區新化里",166,107975,650,505
10207,"鹽埕區新樂里",317,280973,886,592
10207,"鹽埕區育仁里",251,211392,842,568
10207,"鹽埕區中山里",409,395879,968,597
10207,"鹽埕區中原里",218,162063,743,528
10207,"燕巢區安招里",875,622748,712,537
10207,"燕巢區東燕里",522,354480,679,518
10207,"燕巢區鳳雄里",597,457368,766,569
10207,"燕巢區橫山里",427,290071,679,523
10207,"燕巢區尖山里",225,157814,701,526
10207,"燕巢區角宿里",671,520365,776,538
10207,"燕巢區金山里",87,54801,630,484
10207,"燕巢區南燕里",933,668725,717,563
10207,"燕巢區瓊林里",595,412687,694,543
10207,"燕巢區深水里",576,354937,616,489
10207,"燕巢區西燕里",893,629209,705,550
10207,"永安區保寧里",666,456345,685,545
10207,"永安區維新里",1000,658110,658,534
10207,"永安區新港里",517,313056,606,486
10207,"永安區鹽田里",92,62211,676,565
10207,"永安區永安里",393,260035,662,518
10207,"永安區永華里",459,337190,735,540
10207,"梓官區赤東里",590,340328,577,478
